일자,누적확진,신규확진,인구확진률,인구,누적사망,신규사망,사망률,누적 1차,누적 2차,당일1차,당일2차,1차접종률,2차접종률,미접종자수
2021-03-29,102582,441,0.2,51305184,1729,3,1.69,863152,31714,26758,1439,1.68,0.06,50442032
2021-03-28,102141,384,0.2,51305184,1726,4,1.69,836394,30275,852,250,1.63,0.06,50468790
2021-03-27,101757,482,0.2,51305184,1722,1,1.69,835542,30025,2471,382,1.63,0.06,50469642
2021-03-26,101275,505,0.2,51305184,1721,5,1.7,833071,29643,25779,2099,1.62,0.06,50472113
2021-03-25,100770,494,0.2,51305184,1716,7,1.7,807292,27544,33818,1952,1.57,0.05,50497892
2021-03-24,100276,430,0.2,51305184,1709,2,1.7,773474,25592,29396,1614,1.51,0.05,50531710
2021-03-23,99846,425,0.19,51305184,1707,3,1.71,744078,23978,21572,1293,1.45,0.05,50561106
2021-03-22,99421,346,0.19,51305184,1704,7,1.71,722506,22685,4859,751,1.41,0.04,50582678
2021-03-21,99075,410,0.19,51305184,1697,1,1.71,717647,21934,803,444,1.4,0.04,50587537
2021-03-20,98665,456,0.19,51305184,1696,3,1.72,716844,21490,1970,531,1.4,0.04,50588340
2021-03-19,98209,452,0.19,51305184,1693,3,1.72,714874,20959,18524,995,1.39,0.04,50590310
2021-03-18,97757,463,0.19,51305184,1690,2,1.73,696350,19964,20739,883,1.36,0.04,50608834
2021-03-17,97294,445,0.19,51305184,1688,2,1.73,675611,19081,21391,909,1.32,0.04,50629573
2021-03-16,96849,469,0.19,51305184,1686,8,1.74,654220,18172,20475,1027,1.28,0.04,50650964
2021-03-15,96380,363,0.19,51305184,1678,3,1.74,633745,17145,14168,1163,1.24,0.03,50671439
2021-03-14,96017,382,0.19,51305184,1675,6,1.74,619577,15982,1791,132,1.21,0.03,50685607
2021-03-13,95635,459,0.19,51305184,1669,2,1.75,617786,15850,4469,202,1.2,0.03,50687398
2021-03-12,95176,490,0.19,51305184,1667,5,1.75,613317,15648,39166,579,1.2,0.03,50691867
2021-03-11,94686,488,0.18,51305184,1662,10,1.76,574151,15069,45421,646,1.12,0.03,50731033
2021-03-10,94198,465,0.18,51305184,1652,4,1.75,528730,14423,55003,557,1.03,0.03,50776454
2021-03-09,93733,470,0.18,51305184,1648,3,1.76,473727,13866,64253,453,0.92,0.03,50831457
2021-03-08,93263,446,0.18,51305184,1645,3,1.76,409474,13413,68091,257,0.8,0.03,50895710
2021-03-07,92817,346,0.18,51305184,1642,8,1.77,341383,13156,2422,92,0.67,0.03,50963801
2021-03-06,92471,416,0.18,51305184,1634,2,1.77,338961,13064,18461,156,0.66,0.03,50966223
2021-03-05,92055,417,0.18,51305184,1632,5,1.77,320500,12908,71143,401,0.62,0.03,50984684
2021-03-04,91638,398,0.18,51305184,1627,8,1.78,249357,12507,70694,500,0.49,0.02,51055827
2021-03-03,91240,424,0.18,51305184,1619,7,1.77,178663,12007,69374,290,0.35,0.02,51126521
2021-03-02,90816,444,0.18,51305184,1612,6,1.78,109289,11717,66215,287,0.21,0.02,51195895
2021-03-01,90372,341,0.18,51305184,1606,1,1.78,43074,11430,1920,250,0.08,0.02,51262110
2021-02-28,90031,355,0.18,51305184,1605,2,1.78,41154,11180,1023,100,0.08,0.02,51264030
2021-02-27,89676,355,0.17,51305184,1603,8,1.79,40131,11080,1734,206,0.08,0.02,51265053
2021-02-26,89321,399,0.17,51305184,1595,10,1.79,38397,10874,0,0,0.07,0.02,51266787
2021-02-25,88922,406,0.17,51305184,1585,4,1.78,0,0,0,0,0,0,51305184
2021-02-24,88516,396,0.17,51305184,1581,5,1.79,0,0,0,0,0,0,51305184
2021-02-23,88120,439,0.17,51305184,1576,3,1.79,0,0,0,0,0,0,51305184
2021-02-22,87681,357,0.17,51305184,1573,11,1.79,0,0,0,0,0,0,51305184
2021-02-21,87324,332,0.17,51305184,1562,5,1.79,0,0,0,0,0,0,51305184
2021-02-20,86992,418,0.17,51305184,1557,4,1.79,0,0,0,0,0,0,51305184
2021-02-19,86574,446,0.17,51305184,1553,3,1.79,0,0,0,0,0,0,51305184
2021-02-18,86128,561,0.17,51305184,1550,6,1.8,0,0,0,0,0,0,51305184
2021-02-17,85567,621,0.17,51305184,1544,6,1.8,0,0,0,0,0,0,51305184
2021-02-16,84946,621,0.17,51305184,1538,4,1.81,0,0,0,0,0,0,51305184
2021-02-15,84325,456,0.16,51305184,1534,7,1.82,0,0,0,0,0,0,51305184
2021-02-14,83869,344,0.16,51305184,1527,5,1.82,0,0,0,0,0,0,51305184
2021-02-13,83525,326,0.16,51305184,1522,8,1.82,0,0,0,0,0,0,51305184
2021-02-12,83199,362,0.16,51305184,1514,7,1.82,0,0,0,0,0,0,51305184
2021-02-11,82837,403,0.16,51305184,1507,11,1.82,0,0,0,0,0,0,51305184
2021-02-10,82434,504,0.16,51305184,1496,10,1.81,0,0,0,0,0,0,51305184
2021-02-09,81930,443,0.16,51305184,1486,4,1.81,0,0,0,0,0,0,51305184
2021-02-08,81487,302,0.16,51305184,1482,8,1.82,0,0,0,0,0,0,51305184
2021-02-07,81185,289,0.16,51305184,1474,3,1.82,0,0,0,0,0,0,51305184
2021-02-06,80896,372,0.16,51305184,1471,7,1.82,0,0,0,0,0,0,51305184
2021-02-05,80524,393,0.16,51305184,1464,5,1.82,0,0,0,0,0,0,51305184
2021-02-04,80131,369,0.16,51305184,1459,11,1.82,0,0,0,0,0,0,51305184
2021-02-03,79762,451,0.16,51305184,1448,7,1.82,0,0,0,0,0,0,51305184
2021-02-02,79311,467,0.15,51305184,1441,6,1.82,0,0,0,0,0,0,51305184
2021-02-01,78844,336,0.15,51305184,1435,10,1.82,0,0,0,0,0,0,51305184
2021-01-31,78508,303,0.15,51305184,1425,5,1.82,0,0,0,0,0,0,51305184
2021-01-30,78205,355,0.15,51305184,1420,6,1.82,0,0,0,0,0,0,51305184
2021-01-29,77850,455,0.15,51305184,1414,15,1.82,0,0,0,0,0,0,51305184
2021-01-28,77395,469,0.15,51305184,1399,13,1.81,0,0,0,0,0,0,51305184
2021-01-27,76926,497,0.15,51305184,1386,8,1.8,0,0,0,0,0,0,51305184
2021-01-26,76429,554,0.15,51305184,1378,7,1.8,0,0,0,0,0,0,51305184
2021-01-25,75875,354,0.15,51305184,1371,11,1.81,0,0,0,0,0,0,51305184
2021-01-24,75521,437,0.15,51305184,1360,11,1.8,0,0,0,0,0,0,51305184
2021-01-23,75084,392,0.15,51305184,1349,12,1.8,0,0,0,0,0,0,51305184
2021-01-22,74692,430,0.15,51305184,1337,9,1.79,0,0,0,0,0,0,51305184
2021-01-21,74262,344,0.14,51305184,1328,12,1.79,0,0,0,0,0,0,51305184
2021-01-20,73918,400,0.14,51305184,1316,16,1.78,0,0,0,0,0,0,51305184
2021-01-19,73518,403,0.14,51305184,1300,17,1.77,0,0,0,0,0,0,51305184
2021-01-18,73115,386,0.14,51305184,1283,19,1.75,0,0,0,0,0,0,51305184
2021-01-17,72729,389,0.14,51305184,1264,15,1.74,0,0,0,0,0,0,51305184
2021-01-16,72340,520,0.14,51305184,1249,13,1.73,0,0,0,0,0,0,51305184
2021-01-15,71820,579,0.14,51305184,1236,19,1.72,0,0,0,0,0,0,51305184
2021-01-14,71241,513,0.14,51305184,1217,22,1.71,0,0,0,0,0,0,51305184
2021-01-13,70728,516,0.14,51305184,1195,10,1.69,0,0,0,0,0,0,51305184
2021-01-12,70212,561,0.14,51305184,1185,20,1.69,0,0,0,0,0,0,51305184
2021-01-11,69651,537,0.14,51305184,1165,25,1.67,0,0,0,0,0,0,51305184
2021-01-10,69114,450,0.13,51305184,1140,15,1.65,0,0,0,0,0,0,51305184
2021-01-09,68664,665,0.13,51305184,1125,25,1.64,0,0,0,0,0,0,51305184
2021-01-08,67999,641,0.13,51305184,1100,19,1.62,0,0,0,0,0,0,51305184
2021-01-07,67358,672,0.13,51305184,1081,35,1.6,0,0,0,0,0,0,51305184
2021-01-06,66686,868,0.13,51305184,1046,19,1.57,0,0,0,0,0,0,51305184
2021-01-05,65818,839,0.13,51305184,1027,20,1.56,0,0,0,0,0,0,51305184
2021-01-04,64979,715,0.13,51305184,1007,26,1.55,0,0,0,0,0,0,51305184
2021-01-03,64264,1020,0.13,51305184,981,19,1.53,0,0,0,0,0,0,51305184
2021-01-02,63244,651,0.12,51305184,962,20,1.52,0,0,0,0,0,0,51305184
2021-01-01,62593,824,0.12,51305184,942,25,1.5,0,0,0,0,0,0,51305184
