일자,누적확진(명),신규확진(명),인구확진률(%),인구(명),누적사망(명),신규사망(명),사망률(%),총(누적),1차(누적),완료(누적),추가(누적),총(일),1차(일),완료(일),추가(일),1차(%),완료(%),추가(%),미접종자수
2021-11-16,402775,3184,0.79,51305184,3158,21,0.78,82466005,42198261,40402305,1370222,224045,34140,48091,142257,82.25,78.75,2.67,9106923
2021-11-15,399591,2125,0.78,51305184,3137,22,0.79,82241960,42164121,40354214,1227965,317157,62671,89266,165564,82.18,78.66,2.39,9141063
2021-11-14,397466,2006,0.77,51305184,3115,12,0.78,81924803,42101450,40264948,1062401,8186,2383,3441,2411,82.06,78.48,2.07,9203734
2021-11-13,395460,2418,0.77,51305184,3103,20,0.78,81916617,42099067,40261507,1059990,208104,55586,101533,51124,82.06,78.47,2.07,9206117
2021-11-12,393042,2323,0.77,51305184,3083,32,0.78,81708513,42043481,40159974,1008866,373850,78850,150209,145321,81.95,78.28,1.97,9261703
2021-11-11,390719,2368,0.76,51305184,3051,18,0.78,81334663,41964631,40009765,863545,282313,64633,109324,108807,81.79,77.98,1.68,9340553
2021-11-10,388351,2520,0.76,51305184,3033,21,0.78,81052350,41899998,39900441,754738,273012,69116,107976,96450,81.67,77.77,1.47,9405186
2021-11-09,385831,2424,0.75,51305184,3012,14,0.78,80779338,41830882,39792465,658288,274231,46310,126709,101646,81.53,77.56,1.28,9474302
2021-11-08,383407,1713,0.75,51305184,2998,18,0.78,80505107,41784572,39665756,556642,466021,117140,164547,185012,81.44,77.31,1.08,9520612
2021-11-07,381694,1759,0.74,51305184,2980,13,0.78,80039086,41667432,39501209,371630,7505,2249,4538,826,81.21,76.99,0.72,9637752
2021-11-06,379935,2223,0.74,51305184,2967,11,0.78,80031581,41665183,39496671,370804,131340,45626,63333,22569,81.21,76.98,0.72,9640001
2021-11-05,377712,2248,0.74,51305184,2956,20,0.78,79900241,41619557,39433338,348235,293560,71774,163314,59126,81.12,76.86,0.68,9685627
2021-11-04,375464,2344,0.73,51305184,2936,20,0.78,79606681,41547783,39270024,289109,230802,60948,124978,45642,80.98,76.54,0.56,9757401
2021-11-03,373120,2480,0.73,51305184,2916,24,0.78,79375879,41486835,39145046,243467,199364,65348,76718,57967,80.86,76.3,0.47,9818349
2021-11-02,370640,2666,0.72,51305184,2892,18,0.78,79176515,41421487,39068328,185500,187866,42897,88240,57192,80.74,76.15,0.36,9883697
2021-11-01,367974,1588,0.72,51305184,2874,16,0.78,78988649,41378590,38980088,128308,237709,83476,119845,34977,80.65,75.98,0.25,9926594
2021-10-31,366386,1686,0.71,51305184,2858,9,0.78,78750940,41295114,38860243,93331,24603,3021,21501,362,80.49,75.74,0.18,10010070
2021-10-30,364700,2061,0.71,51305184,2849,19,0.78,78726337,41292093,38838742,92969,398837,36627,359123,3600,80.48,75.7,0.18,10013091
2021-10-29,362639,2103,0.71,51305184,2830,13,0.78,78327500,41255466,38479619,89369,773350,60913,703223,10618,80.41,75,0.17,10049718
2021-10-28,360536,2124,0.7,51305184,2817,9,0.78,77554150,41194553,37776396,78751,697020,63438,624653,9967,80.29,73.63,0.15,10110631
2021-10-27,358412,2107,0.7,51305184,2808,11,0.78,76857130,41131115,37151743,68784,349917,77957,259384,13633,80.17,72.41,0.13,10174069
2021-10-26,356305,1950,0.69,51305184,2797,9,0.79,76507213,41053158,36892359,55151,335549,41446,282105,13284,80.02,71.91,0.11,10252026
2021-10-25,354355,1266,0.69,51305184,2788,15,0.79,76171664,41011712,36610254,41867,520932,78733,434090,9331,79.94,71.36,0.08,10293472
2021-10-24,353089,1190,0.69,51305184,2773,7,0.79,75650732,40932979,36176164,32536,20696,3948,17159,122,79.78,70.51,0.06,10372205
2021-10-23,351899,1423,0.69,51305184,2766,21,0.79,75630036,40929031,36159005,32414,386620,51730,334670,728,79.78,70.48,0.06,10376153
2021-10-22,350476,1507,0.68,51305184,2745,20,0.78,75243416,40877301,35824335,31686,706134,66380,634907,6372,79.67,69.83,0.06,10427883
2021-10-21,348969,1440,0.68,51305184,2725,16,0.78,74537282,40810921,35189428,25314,474688,60028,409641,5994,79.55,68.59,0.05,10494263
2021-10-20,347529,1441,0.68,51305184,2709,11,0.78,74062594,40750893,34779787,19320,397454,69288,325045,4467,79.43,67.79,0.04,10554291
2021-10-19,346088,1570,0.67,51305184,2698,9,0.78,73665140,40681605,34454742,14853,486718,37748,447976,2205,79.29,67.16,0.03,10623579
2021-10-18,344518,1073,0.67,51305184,2689,21,0.78,73178422,40643857,34006766,12648,703970,72205,631477,1606,79.22,66.28,0.02,10661327
2021-10-17,343445,1049,0.67,51305184,2668,8,0.78,72474452,40571652,33375289,11042,21657,2058,20030,70,79.08,65.05,0.02,10733532
2021-10-16,342396,1418,0.67,51305184,2660,16,0.78,72452795,40569594,33355259,10972,419932,64648,355918,198,79.08,65.01,0.02,10735590
2021-10-15,340978,1617,0.66,51305184,2644,18,0.78,72032863,40504946,32999341,10774,812314,89961,721965,2464,78.95,64.32,0.02,10800238
2021-10-14,339361,1682,0.66,51305184,2626,8,0.77,71220549,40414985,32277376,8310,514619,55362,458854,1880,78.77,62.91,0.02,10890199
2021-10-13,337679,1937,0.66,51305184,2618,13,0.78,70705930,40359623,31818522,6430,470035,58020,412595,1509,78.67,62.02,0.01,10945561
2021-10-12,335742,1579,0.65,51305184,2605,11,0.78,70235895,40301603,31405927,4921,708029,107035,602188,872,78.55,61.21,0.01,11003581
2021-10-11,334163,1347,0.65,51305184,2594,11,0.78,69527866,40194568,30803739,4049,260808,93928,166920,119,78.34,60.04,0.01,11110616
2021-10-10,332816,1297,0.65,51305184,2583,8,0.78,69267058,40100640,30636819,3930,21187,2890,18520,67,78.16,59.71,0.01,11204544
2021-10-09,331519,1594,0.65,51305184,2575,15,0.78,69245871,40097750,30618299,3863,115399,11136,104589,105,78.16,59.68,0.01,11207434
2021-10-08,329925,1949,0.64,51305184,2560,6,0.78,69130472,40086614,30513710,3758,1144057,45592,1100580,117,78.13,59.47,0.01,11218570
2021-10-07,327976,2172,0.64,51305184,2554,10,0.78,67986415,40041022,29413130,3641,747153,37310,712199,117,78.04,57.33,0.01,11264162
2021-10-06,325804,2425,0.64,51305184,2544,8,0.78,67239262,40003712,28700931,3524,547034,37537,512193,130,77.97,55.94,0.01,11301472
2021-10-05,323379,2027,0.63,51305184,2536,12,0.78,66692228,39966175,28188738,3394,810609,45637,767636,139,77.9,54.94,0.01,11339009
2021-10-04,321352,1575,0.63,51305184,2524,11,0.79,65881619,39920538,27421102,3255,236581,25861,210830,138,77.81,53.45,0.01,11384646
2021-10-03,319777,1672,0.62,51305184,2513,6,0.79,65645038,39894677,27210272,3117,37335,3591,33781,59,77.76,53.04,0.01,11410507
2021-10-02,318105,2085,0.62,51305184,2507,3,0.79,65607703,39891086,27176491,3058,531024,124974,407930,67,77.75,52.97,0.01,11414098
2021-10-01,316020,2247,0.62,51305184,2504,7,0.79,65076679,39766112,26768561,2991,1097471,237284,862705,154,77.51,52.18,0.01,11539072
2021-09-30,313773,2484,0.61,51305184,2497,16,0.8,63979208,39528828,25905856,2837,884669,344851,543318,104,77.05,50.49,0.01,11776356
2021-09-29,311289,2564,0.61,51305184,2481,7,0.8,63094539,39183977,25362538,2733,755760,232168,527811,129,76.37,49.43,0.01,12121207
2021-09-28,308725,2883,0.6,51305184,2474,10,0.8,62338779,38951809,24834727,2604,946299,258032,691592,91,75.92,48.41,0.01,12353375
2021-09-27,305842,2289,0.6,51305184,2464,8,0.81,61392480,38693777,24143135,2513,1127190,417816,713130,105,75.42,47.06,0,12611407
2021-09-26,303553,2381,0.59,51305184,2456,6,0.81,60265290,38275961,23430005,2408,50419,26714,24413,40,74.6,45.67,0,13029223
2021-09-25,301172,2770,0.59,51305184,2450,9,0.81,60214871,38249247,23405592,2368,529297,313694,216463,54,74.55,45.62,0,13055937
2021-09-24,298402,3270,0.58,51305184,2441,7,0.82,59685574,37935553,23189129,2314,1029486,617704,416290,60,73.94,45.2,0,13369631
2021-09-23,295132,2433,0.58,51305184,2434,7,0.82,58656088,37317849,22772839,2254,935413,562359,377938,67,72.74,44.39,0,13987335
2021-09-22,292699,1716,0.57,51305184,2427,8,0.83,57720675,36755490,22394901,2187,44765,28038,16803,61,71.64,43.65,0,14549694
2021-09-21,290983,1720,0.57,51305184,2419,6,0.83,57675910,36727452,22378098,2126,11997,6954,5017,43,71.59,43.62,0,14577732
2021-09-20,289263,1727,0.56,51305184,2413,4,0.83,57663913,36720498,22373081,2083,45046,30365,14684,42,71.57,43.61,0,14584686
2021-09-19,287536,1605,0.56,51305184,2409,5,0.84,57618867,36690133,22358397,2041,47878,21628,26433,23,71.51,43.58,0,14615051
2021-09-18,285931,1909,0.56,51305184,2404,10,0.84,57570989,36668505,22331964,2018,579239,392961,191148,41,71.47,43.53,0,14636679
2021-09-17,284022,2084,0.55,51305184,2394,5,0.84,56991750,36275544,22140816,1977,1095943,661544,446044,59,70.71,43.16,0,15029640
2021-09-16,281938,2008,0.55,51305184,2389,3,0.85,55895807,35614000,21694772,1918,736061,431226,314771,49,69.42,42.29,0,15691184
2021-09-15,279930,1941,0.55,51305184,2386,6,0.85,55159746,35182774,21380001,1869,807860,376919,441007,66,68.58,41.67,0,16122410
2021-09-14,277989,2079,0.54,51305184,2380,13,0.86,54351886,34805855,20938994,1803,818060,602690,225602,75,67.84,40.81,0,16499329
2021-09-13,275910,1495,0.54,51305184,2367,7,0.86,53533826,34203165,20713392,1728,1245164,828508,423932,60,66.67,40.37,0,17102019
2021-09-12,274415,1433,0.53,51305184,2360,1,0.86,52288662,33374657,20289460,1668,45548,22359,26132,19,65.05,39.55,0,17930527
2021-09-11,272982,1755,0.53,51305184,2359,1,0.86,52243114,33352298,20263328,1649,532540,329083,213201,40,65.01,39.5,0,17952886
2021-09-10,271227,1865,0.53,51305184,2358,10,0.87,51710574,33023215,20050127,1609,1061751,653604,418883,68,64.37,39.08,0,18281969
2021-09-09,269362,1892,0.53,51305184,2348,5,0.87,50648823,32369611,19631244,1541,722200,440692,293107,54,63.09,38.26,0,18935573
2021-09-08,267470,2047,0.52,51305184,2343,9,0.88,49926623,31928919,19338137,1487,682620,386667,308177,59,62.23,37.69,0,19376265
2021-09-07,265423,2049,0.52,51305184,2334,4,0.88,49244003,31542252,19029960,1428,985951,575323,422252,64,61.48,37.09,0,19762932
2021-09-06,263374,1596,0.51,51305184,2330,3,0.88,48258052,30966929,18607708,1364,1370774,744444,635615,47,60.36,36.27,0,20338255
2021-09-05,261778,1375,0.51,51305184,2327,6,0.89,46887278,30222485,17972093,1317,15186,8964,8797,16,58.91,35.03,0,21082699
2021-09-04,260403,1490,0.51,51305184,2321,6,0.89,46872092,30213521,17963296,1301,371885,119330,261555,27,58.89,35.01,0,21091663
2021-09-03,258913,1803,0.5,51305184,2315,7,0.89,46500207,30094191,17701741,1274,917604,234241,700148,49,58.66,34.5,0,21210993
2021-09-02,257110,1709,0.5,51305184,2308,5,0.9,45582603,29859950,17001593,1225,669524,186950,500847,89,58.2,33.14,0,21445234
2021-09-01,255401,1956,0.5,51305184,2303,11,0.9,44913079,29673000,16500746,1136,697948,179267,535832,75,57.84,32.16,0,21632184
2021-08-31,253445,2024,0.49,51305184,2292,7,0.9,44215131,29493733,15964914,1061,764083,248486,531150,63,57.49,31.12,0,21811451
2021-08-30,251421,1370,0.49,51305184,2285,1,0.91,43451048,29245247,15433764,998,981293,390440,600576,58,57,30.08,0,22059937
2021-08-29,250051,1483,0.49,51305184,2284,5,0.91,42469755,28854807,14833188,940,30938,16646,16480,31,56.24,28.91,0,22450377
2021-08-28,248568,1617,0.48,51305184,2279,3,0.92,42438817,28838161,14816708,909,527472,277063,256505,30,56.21,28.88,0,22467023
2021-08-27,246951,1793,0.48,51305184,2276,11,0.92,41911345,28561098,14560203,879,1148514,603731,551825,50,55.67,28.38,0,22744086
2021-08-26,245158,1841,0.48,51305184,2265,8,0.92,40762831,27957367,14008378,829,1072422,654866,427387,52,54.49,27.3,0,23347817
2021-08-25,243317,1878,0.47,51305184,2257,20,0.93,39690409,27302501,13580991,777,846910,379075,479241,42,53.22,26.47,0,24002683
2021-08-24,241439,2152,0.47,51305184,2237,9,0.93,38843499,26923426,13101750,735,1002715,406480,605550,63,52.48,25.54,0,24381758
2021-08-23,239287,1505,0.47,51305184,2228,6,0.93,37840784,26516946,12496200,672,1104833,389041,720265,37,51.68,24.36,0,24788238
2021-08-22,237782,1416,0.46,51305184,2222,7,0.93,36735951,26127905,11775935,635,43739,40759,2969,27,50.93,22.95,0,25177279
2021-08-21,236366,1627,0.46,51305184,2215,13,0.94,36692212,26087146,11772966,608,490600,365860,124724,45,50.85,22.95,0,25218038
2021-08-20,234739,1880,0.46,51305184,2202,5,0.94,36201612,25721286,11648242,563,1026855,692425,334467,28,50.13,22.7,0,25583898
2021-08-19,232859,2051,0.45,51305184,2197,6,0.94,35174757,25028861,11313775,535,801079,506264,294833,48,48.78,22.05,0,26276323
2021-08-18,230808,2151,0.45,51305184,2191,13,0.95,34373678,24522597,11018942,487,846211,525114,321133,40,47.8,21.48,0,26782587
2021-08-17,228657,1803,0.45,51305184,2178,5,0.95,33527467,23997483,10697809,447,1223559,726454,497126,38,46.77,20.85,0,27307701
2021-08-16,226854,1373,0.44,51305184,2173,6,0.96,32303908,23271029,10200683,409,931045,673136,257943,38,45.36,19.88,0,28034155
2021-08-15,225481,1553,0.44,51305184,2167,11,0.96,31372863,22597893,9942740,371,25418,19100,6336,23,44.05,19.38,0,28707291
2021-08-14,223928,1817,0.44,51305184,2156,8,0.96,31347445,22578793,9936404,348,327719,144144,183590,19,44.01,19.37,0,28726391
2021-08-13,222111,1929,0.43,51305184,2148,4,0.97,31019726,22434649,9752814,329,867050,245085,622024,15,43.73,19.01,0,28870535
2021-08-12,220182,1990,0.43,51305184,2144,6,0.97,30152676,22189564,9130790,314,878134,170391,707768,20,43.25,17.8,0,29115620
2021-08-11,218192,1986,0.43,51305184,2138,3,0.98,29274542,22019173,8423022,294,344471,179649,164852,21,42.92,16.42,0,29286011
2021-08-10,216206,2219,0.42,51305184,2135,1,0.99,28930071,21839524,8258170,273,436173,265131,171109,20,42.57,16.1,0,29465660
2021-08-09,213987,1539,0.42,51305184,2134,9,1,28493898,21574393,8087061,253,613708,438139,175609,25,42.05,15.76,0,29730791
2021-08-08,212448,1492,0.41,51305184,2125,4,1,27880190,21136254,7911452,228,32057,28691,3375,9,41.2,15.42,0,30168930
2021-08-07,210956,1728,0.41,51305184,2121,5,1.01,27848133,21107563,7908077,219,160189,122924,37304,8,41.14,15.41,0,30197621
2021-08-06,209228,1822,0.41,51305184,2116,3,1.01,27687944,20984639,7870773,211,415696,257958,157808,5,40.9,15.34,0,30320545
2021-08-05,207406,1704,0.4,51305184,2113,4,1.02,27272248,20726681,7712965,206,324026,195299,128811,5,40.4,15.03,0,30578503
2021-08-04,205702,1776,0.4,51305184,2109,3,1.03,26948222,20531382,7584154,201,279659,167692,112093,18,40.02,14.78,0,30773802
2021-08-03,203926,1723,0.4,51305184,2106,2,1.03,26668563,20363690,7472061,183,331049,221946,109173,14,39.69,14.56,0,30941494
2021-08-02,202203,1201,0.39,51305184,2104,5,1.04,26337514,20141744,7362888,169,516354,478283,38195,9,39.26,14.35,0,31163440
2021-08-01,201002,1215,0.39,51305184,2099,1,1.04,25821160,19663461,7324693,160,30275,28653,1641,7,38.33,14.28,0,31641723
2021-07-31,199787,1442,0.39,51305184,2098,3,1.05,25790885,19634808,7323052,153,231758,216758,15052,5,38.27,14.27,0,31670376
2021-07-30,198345,1539,0.39,51305184,2095,6,1.06,25559127,19418050,7308000,148,560890,498589,62411,5,37.85,14.24,0,31887134
2021-07-29,196806,1707,0.38,51305184,2089,4,1.06,24998237,18919461,7245589,143,394472,349098,45478,10,36.88,14.12,0,32385723
2021-07-28,195099,1672,0.38,51305184,2085,2,1.07,24603765,18570363,7200111,133,526038,481398,44746,10,36.2,14.03,0,32734821
2021-07-27,193427,1851,0.38,51305184,2083,4,1.08,24077727,18088965,7155365,123,434019,383338,50804,3,35.26,13.95,0,33216219
2021-07-26,191576,1410,0.37,51305184,2079,2,1.09,23643708,17705627,7104561,120,687556,620450,67318,7,34.51,13.85,0,33599557
2021-07-25,190166,1318,0.37,51305184,2077,4,1.09,22956152,17085177,7037243,113,3594,2261,1370,2,33.3,13.72,0,34220007
2021-07-24,188848,1487,0.37,51305184,2073,5,1.1,22952558,17082916,7035873,111,43095,30215,12948,2,33.3,13.71,0,34222268
2021-07-23,187361,1628,0.37,51305184,2068,2,1.11,22909463,17052701,7022925,109,210189,147952,62349,3,33.24,13.69,0,34252483
2021-07-22,185733,1630,0.36,51305184,2066,3,1.11,22699274,16904749,6960576,106,203798,141913,61954,2,32.95,13.57,0,34400435
2021-07-21,184103,1838,0.36,51305184,2063,3,1.12,22495476,16762836,6898622,104,182820,141069,41871,0,32.67,13.45,0,34542348
2021-07-20,182265,1784,0.36,51305184,2060,1,1.13,22312656,16621767,6856751,104,215172,152079,63198,1,32.4,13.36,0,34683417
2021-07-19,180481,1278,0.35,51305184,2059,1,1.14,22097484,16469688,6793553,103,234451,161517,73056,3,32.1,13.24,0,34835496
2021-07-18,179203,1252,0.35,51305184,2058,1,1.15,21863033,16308171,6720497,100,4693,3263,1450,2,31.79,13.1,0,34997013
2021-07-17,177951,1451,0.35,51305184,2057,2,1.16,21858340,16304908,6719047,98,73726,35705,38076,6,31.78,13.1,0,35000276
2021-07-16,176500,1454,0.34,51305184,2055,4,1.16,21784614,16269203,6680971,92,322444,136459,186098,2,31.71,13.02,0,35035981
2021-07-15,175046,1535,0.34,51305184,2051,1,1.17,21462170,16132744,6494873,90,268959,124715,144336,9,31.44,12.66,0,35172440
2021-07-14,173511,1600,0.34,51305184,2050,2,1.18,21193211,16008029,6350537,81,237515,113708,123892,6,31.2,12.38,0,35297155
2021-07-13,171911,1615,0.34,51305184,2048,2,1.19,20955696,15894321,6226645,75,221244,109818,111522,2,30.98,12.14,0,35410863
2021-07-12,170296,1150,0.33,51305184,2046,2,1.2,20734452,15784503,6115123,73,127976,32910,95129,7,30.77,11.92,0,35520681
2021-07-11,169146,1100,0.33,51305184,2044,1,1.21,20606476,15751593,6019994,66,3349,1490,1877,2,30.7,11.73,0,35553591
2021-07-10,168046,1324,0.33,51305184,2043,5,1.22,20603127,15750103,6018117,64,54835,14263,40634,4,30.7,11.73,0,35555081
2021-07-09,166722,1378,0.32,51305184,2038,2,1.22,20548292,15735840,5977483,60,210681,60466,150331,3,30.67,11.65,0,35569344
2021-07-08,165344,1316,0.32,51305184,2036,2,1.23,20337611,15675374,5827152,57,148232,40511,107837,4,30.55,11.36,0,35629810
2021-07-07,164028,1275,0.32,51305184,2034,1,1.24,20189379,15634863,5719315,53,127997,37613,90532,2,30.47,11.15,0,35670321
2021-07-06,162753,1212,0.32,51305184,2033,1,1.25,20061382,15597250,5628783,51,133063,40929,92234,2,30.4,10.97,0,35707934
2021-07-05,161541,746,0.31,51305184,2032,4,1.26,19928319,15556321,5536549,49,134597,56897,77751,0,30.32,10.79,0,35748863
2021-07-04,160795,711,0.31,51305184,2028,2,1.26,19793722,15499424,5458798,49,2586,1357,1261,0,30.21,10.64,0,35805760
2021-07-03,160084,742,0.31,51305184,2026,1,1.27,19791136,15498067,5457537,49,21131,3347,18238,2,30.21,10.64,0,35807117
2021-07-02,159342,793,0.31,51305184,2025,1,1.27,19770005,15494720,5439299,47,129274,8080,122407,0,30.2,10.6,0,35810464
2021-07-01,158549,826,0.31,51305184,2024,3,1.28,19640731,15486640,5316892,47,128127,7317,122020,1,30.19,10.36,0,35818544
2021-06-30,157723,762,0.31,51305184,2021,3,1.28,19512604,15479323,5194872,46,154160,17273,138169,1,30.17,10.13,0,35825861
2021-06-29,156961,794,0.31,51305184,2018,1,1.29,19358444,15462050,5056703,45,163871,19048,145944,1,30.14,9.86,0,35843134
2021-06-28,156167,595,0.3,51305184,2017,2,1.29,19194573,15443002,4910759,44,159556,14951,145571,1,30.1,9.57,0,35862182
2021-06-27,155572,501,0.3,51305184,2015,2,1.3,19035017,15428051,4765188,43,2834,895,1993,0,30.07,9.29,0,35877133
2021-06-26,155071,614,0.3,51305184,2013,1,1.3,19032183,15427156,4763195,43,37455,12533,25093,0,30.07,9.28,0,35878028
2021-06-25,154457,668,0.3,51305184,2012,3,1.3,18994728,15414623,4738102,43,163327,65719,98270,1,30.04,9.24,0,35890561
2021-06-24,153789,634,0.3,51305184,2009,1,1.31,18831401,15348904,4639832,42,155308,47295,108838,1,29.92,9.04,0,35956280
2021-06-23,153155,610,0.3,51305184,2008,1,1.31,18676093,15301609,4530994,41,165212,45719,121020,1,29.82,8.83,0,36003575
2021-06-22,152545,644,0.3,51305184,2007,1,1.32,18510881,15255890,4409974,40,173729,50341,126371,3,29.74,8.6,0,36049294
2021-06-21,151901,395,0.3,51305184,2006,2,1.32,18337152,15205549,4283603,37,163447,49052,118167,1,29.64,8.35,0,36099635
2021-06-20,151506,357,0.3,51305184,2004,2,1.32,18173705,15156497,4165436,36,3423,1465,2403,0,29.54,8.12,0,36148687
2021-06-19,151149,429,0.29,51305184,2002,5,1.32,18170282,15155032,4163033,36,235783,217317,37605,1,29.54,8.11,0,36150152
2021-06-18,150720,482,0.29,51305184,1997,1,1.32,17934499,14937715,4125428,35,636499,538425,129434,1,29.12,8.04,0,36367469
2021-06-17,150238,507,0.29,51305184,1996,2,1.33,17298000,14399290,3995994,34,548147,444304,130151,1,28.07,7.79,0,36905894
2021-06-16,149731,540,0.29,51305184,1994,1,1.33,16749853,13954986,3865843,33,674358,569607,283053,1,27.2,7.53,0,37350198
2021-06-15,149191,544,0.29,51305184,1993,1,1.34,16075495,13385379,3582790,32,744618,648055,209365,0,26.09,6.98,0,37919805
2021-06-14,148647,374,0.29,51305184,1992,4,1.34,15330877,12737324,3373425,32,856232,770015,258712,3,24.83,6.58,0,38567860
2021-06-13,148273,399,0.29,51305184,1988,3,1.34,14474645,11967309,3114713,29,30139,28541,13399,2,23.33,6.07,0,39337875
2021-06-12,147874,452,0.29,51305184,1985,3,1.34,14444506,11938768,3101314,27,396437,389854,120877,1,23.27,6.04,0,39366416
2021-06-11,147422,563,0.29,51305184,1982,1,1.34,14048069,11548914,2980437,26,864075,827659,239003,1,22.51,5.81,0,39756270
2021-06-10,146859,556,0.29,51305184,1981,2,1.35,13183994,10721255,2741434,25,803979,767791,289314,1,20.9,5.34,0,40583929
2021-06-09,146303,611,0.29,51305184,1979,2,1.35,12380015,9953464,2452120,24,618998,594072,25099,1,19.4,4.78,0,41351720
2021-06-08,145692,601,0.28,51305184,1977,2,1.36,11761017,9359392,2427021,23,772931,746214,26828,2,18.24,4.73,0,41945792
2021-06-07,145091,454,0.28,51305184,1975,1,1.36,10988086,8613178,2400193,21,915819,894248,21722,1,16.79,4.68,0,42692006
2021-06-06,144637,485,0.28,51305184,1974,1,1.36,10072267,7718930,2378471,20,4717,3976,767,1,15.05,4.64,0,43586254
2021-06-05,144152,556,0.28,51305184,1973,2,1.37,10067550,7714954,2377704,19,144799,141291,3576,1,15.04,4.63,0,43590230
2021-06-04,143596,744,0.28,51305184,1971,2,1.37,9922751,7573663,2374128,18,401500,370134,31600,2,14.76,4.63,0,43731521
2021-06-03,142852,695,0.28,51305184,1969,1,1.38,9521251,7203529,2342528,16,371761,344922,26942,1,14.04,4.57,0,44101655
2021-06-02,142157,681,0.28,51305184,1968,3,1.38,9149490,6858607,2315586,15,407277,383583,23823,1,13.37,4.51,0,44446577
2021-06-01,141476,677,0.28,51305184,1965,2,1.39,8742213,6475024,2291763,14,595573,568254,27469,2,12.62,4.47,0,44830160
2021-05-31,140799,459,0.27,51305184,1963,4,1.39,8146640,5906770,2264294,12,415134,387159,28027,2,11.51,4.41,0,45398414
2021-05-30,140340,430,0.27,51305184,1959,2,1.4,7731506,5519611,2236267,10,6853,6222,655,1,10.76,4.36,0,45785573
2021-05-29,139910,479,0.27,51305184,1957,6,1.4,7724653,5513389,2235612,9,175685,166070,9662,1,10.75,4.36,0,45791795
2021-05-28,139431,533,0.27,51305184,1951,5,1.4,7548968,5347319,2225950,8,611507,545438,66144,0,10.42,4.34,0,45957865
2021-05-27,138898,587,0.27,51305184,1946,3,1.4,6937461,4801881,2159806,8,717877,661928,56340,0,9.36,4.21,0,46503303
2021-05-26,138311,629,0.27,51305184,1943,3,1.4,6219584,4139953,2103466,8,157362,88926,68588,1,8.07,4.1,0,47165231
2021-05-25,137682,699,0.27,51305184,1940,2,1.41,6062222,4051027,2034878,7,173753,79620,94351,0,7.9,3.97,0,47254157
2021-05-24,136983,516,0.27,51305184,1938,4,1.41,5888469,3971407,1940527,7,177686,72559,105320,0,7.74,3.78,0,47333777
2021-05-23,136467,538,0.27,51305184,1934,3,1.42,5710783,3898848,1835207,7,4252,1051,3218,0,7.6,3.58,0,47406336
2021-05-22,135929,585,0.26,51305184,1931,5,1.42,5706531,3897797,1831989,7,43001,6470,36621,0,7.6,3.57,0,47407387
2021-05-21,135344,666,0.26,51305184,1926,4,1.42,5663530,3891327,1795368,7,241657,16471,225545,0,7.58,3.5,0,47413857
2021-05-20,134678,561,0.26,51305184,1922,6,1.43,5421873,3874856,1569823,7,224772,14181,210787,0,7.55,3.06,0,47430328
2021-05-19,134117,646,0.26,51305184,1916,4,1.43,5197101,3860675,1359036,7,97106,3763,93395,0,7.52,2.65,0,47444509
2021-05-18,133471,653,0.26,51305184,1912,8,1.43,5099995,3856912,1265641,7,155820,14118,141850,0,7.52,2.47,0,47448272
2021-05-17,132818,528,0.26,51305184,1904,1,1.43,4944175,3842794,1123791,7,115732,15142,100807,0,7.49,2.19,0,47462390
2021-05-16,132290,619,0.26,51305184,1903,3,1.44,4828443,3827652,1022984,7,7294,1548,5771,0,7.46,1.99,0,47477532
2021-05-15,131671,610,0.26,51305184,1900,4,1.44,4821149,3826104,1017213,7,34128,3093,31096,1,7.46,1.98,0,47479080
2021-05-14,131061,681,0.26,51305184,1896,3,1.45,4787021,3823011,986117,6,94151,13320,81237,0,7.45,1.92,0,47482173
2021-05-13,130380,747,0.25,51305184,1893,2,1.45,4692870,3809691,904880,6,89542,10951,78997,0,7.43,1.76,0,47495493
2021-05-12,129633,715,0.25,51305184,1891,7,1.46,4603328,3798740,825883,6,91567,8143,83638,0,7.4,1.61,0,47506444
2021-05-11,128918,635,0.25,51305184,1884,5,1.46,4511761,3790597,742245,6,91637,10512,81520,1,7.39,1.45,0,47514587
2021-05-10,128283,511,0.25,51305184,1879,4,1.46,4420124,3780085,660725,5,93683,15638,78529,0,7.37,1.29,0,47525099
2021-05-09,127772,463,0.25,51305184,1875,1,1.47,4326441,3764447,582196,5,6503,992,5538,0,7.34,1.13,0,47540737
2021-05-08,127309,564,0.25,51305184,1874,9,1.47,4319938,3763455,576658,5,42351,13648,28743,0,7.34,1.12,0,47541729
2021-05-07,126745,701,0.25,51305184,1865,5,1.47,4277587,3749807,547915,5,127768,49936,78372,0,7.31,1.07,0,47555377
2021-05-06,126044,525,0.25,51305184,1860,9,1.48,4149819,3699871,469543,5,133757,59566,74761,0,7.21,0.92,0,47605313
2021-05-05,125519,574,0.24,51305184,1851,4,1.47,4016062,3640305,394782,5,33498,7090,26566,1,7.1,0.77,0,47664879
2021-05-04,124945,676,0.24,51305184,1847,7,1.48,3982564,3633215,368216,4,108699,76451,32897,0,7.08,0.72,0,47671969
2021-05-03,124269,541,0.24,51305184,1840,6,1.48,3873865,3556764,335319,4,118990,87489,32268,0,6.93,0.65,0,47748420
2021-05-02,123728,488,0.24,51305184,1834,1,1.48,3754875,3469275,303051,4,3708,2464,1266,0,6.76,0.59,0,47835909
